id,topic,category,indicator,subindicator,units,geography,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,note
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Liberia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Libya,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Madagascar,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Malawi,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Mali,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Mauritania,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Morocco,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Mozambique,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Namibia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Niger,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Nigeria,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Rwanda,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Senegal,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Sierra Leone,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Somalia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,South Africa,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,South Sudan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Sudan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Tanzania,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Togo,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Tunisia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Uganda,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Zambia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Zimbabwe,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Afghanistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Armenia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Azerbaijan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Bangladesh,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Cambodia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,China,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,India,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Indonesia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Kazakhstan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Kyrgyzstan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Laos,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Malaysia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Mongolia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Myanmar,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Nepal,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Pakistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Papua New Guinea,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Philippines,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Singapore,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Sri Lanka,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Taiwan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Tajikistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Thailand,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Turkmenistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Uzbekistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Vietnam,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Albania,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Belarus,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Bosnia and Herzegovina,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Georgia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Macedonia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Moldova,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Russia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Serbia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Turkey,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Ukraine,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Argentina,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Bolivia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Brazil,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Chile,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Colombia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Costa Rica,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Dominican Republic,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Ecuador,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,El Salvador,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Guatemala,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Haiti,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Honduras,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Jamaica,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Mexico,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Nicaragua,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Panama,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Paraguay,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Peru,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Uruguay,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Egypt,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Iraq,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Jordan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Kuwait,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Lebanon,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Oman,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Saudi Arabia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,United Arab Emirates,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,West Bank and Gaza,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Auctions/Tenders,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Algeria,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Angola,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Benin,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Botswana,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Burkina Faso,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Burundi,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Cameroon,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Central African Republic,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Chad,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Congo,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Congo (Dem. Rep.),,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Cote d'Ivoire,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Eritrea,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Ethiopia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Ghana,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Guinea,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Kenya,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Lesotho,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Liberia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Libya,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Madagascar,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Malawi,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Mali,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Mauritania,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Morocco,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Mozambique,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Namibia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Niger,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Nigeria,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Rwanda,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Senegal,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Sierra Leone,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Somalia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,South Africa,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,South Sudan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Sudan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Tanzania,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Togo,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Tunisia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Uganda,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Zambia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Zimbabwe,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Afghanistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Armenia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Azerbaijan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Bangladesh,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Cambodia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,China,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,India,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Indonesia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Kazakhstan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Kyrgyzstan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Laos,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Malaysia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Mongolia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Myanmar,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Nepal,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Pakistan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Papua New Guinea,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Philippines,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Singapore,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Sri Lanka,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Taiwan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Tajikistan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Thailand,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Turkmenistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Uzbekistan,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Vietnam,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Albania,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Belarus,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Bosnia and Herzegovina,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Georgia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Macedonia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Moldova,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Russia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Serbia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Turkey,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Ukraine,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Argentina,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Bolivia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Brazil,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Chile,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Colombia,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Costa Rica,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Dominican Republic,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Ecuador,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,El Salvador,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Guatemala,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Haiti,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Honduras,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Jamaica,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Mexico,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Nicaragua,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Panama,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Paraguay,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Peru,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Uruguay,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Egypt,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Iraq,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Jordan,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Kuwait,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Lebanon,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Oman,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Saudi Arabia,,,,,,,,1,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,United Arab Emirates,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,West Bank and Gaza,,,,,,,, -   ,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
1.01,Fundamentals,Policy,Policy - Clean energy,Debt/Equity incentives,Policies,Spare,,,,,,,,,,,
