year,month,quarter,period,geography,sector,Deal Type,value
2013,9,Q3,2013Q3,Chile,Solar,Asset finance investments,200
2013,11,Q4,2013Q4,Chile,Solar,Asset finance investments,142
2013,6,Q2,2013Q2,Chile,Solar,Asset finance investments,5.28
2013,8,Q3,2013Q3,Chile,Solar,Asset finance investments,24
2013,1,Q1,2013Q1,Chile,Biomass & waste,Asset finance investments,62.775
2013,6,Q2,2013Q2,Chile,Solar,Asset finance investments,4.64
2013,8,Q3,2013Q3,Chile,Solar,Asset finance investments,24
2013,12,Q4,2013Q4,Chile,Small hydro,Asset finance investments,42
2013,1,Q1,2013Q1,Chile,Small hydro,Asset finance investments,7.5
2013,9,Q3,2013Q3,Chile,Solar,Asset finance investments,4.736
2013,7,Q3,2013Q3,Chile,Small hydro,Asset finance investments,4.62
2013,11,Q4,2013Q4,Chile,Small hydro,Asset finance investments,6.3
2013,8,Q3,2013Q3,Chile,Small hydro,Asset finance investments,3.78
2013,10,Q4,2013Q4,Chile,Small hydro,Asset finance investments,5.25
2013,5,Q2,2013Q2,Chile,Biomass & waste,Asset finance investments,29.295
2013,3,Q1,2013Q1,Chile,Biomass & waste,Asset finance investments,38.502
2013,5,Q2,2013Q2,China,Biomass & waste,Asset finance investments,153.0508
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,80.44
2013,9,Q3,2013Q3,China,Wind,Asset finance investments,323.0854131
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,61.6
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,280
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,68.4693394
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,113.78098
2013,1,Q1,2013Q1,China,Wind,Asset finance investments,76.38
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,77.019176
2013,4,Q2,2013Q2,China,Biomass & waste,Asset finance investments,48.447
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,67.2
2013,11,Q4,2013Q4,China,Wind,Asset finance investments,420
2013,9,Q3,2013Q3,China,Biomass & waste,Asset finance investments,49.002
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,112
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,3,Q1,2013Q1,China,Biomass & waste,Asset finance investments,54.6958
2013,5,Q2,2013Q2,China,Biomass & waste,Asset finance investments,57.0535
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,3.2
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.60555
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,161.1
2013,12,Q4,2013Q4,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,73.3365
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,91.5152
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,67.2
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,142.7586432
2013,10,Q4,2013Q4,China,Wind,Asset finance investments,78.8408032
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,43.4727
2013,11,Q4,2013Q4,China,Wind,Asset finance investments,67.2974
2013,2,Q1,2013Q1,China,Wind,Asset finance investments,70
2013,1,Q1,2013Q1,China,Wind,Asset finance investments,60.9482
2013,12,Q4,2013Q4,China,Wind,Asset finance investments,77.20128
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,16
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,1,Q1,2013Q1,China,Wind,Asset finance investments,79.2963692
2013,12,Q4,2013Q4,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,42.4736
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,96.5694
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,64.25068
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,74.6997762
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,31.75722
1900,0,0,< 2006,China,Small Hydro,Asset finance investments,628.9
1900,0,0,< 2006,China,Small Hydro,Asset finance investments,662.5
1900,0,0,< 2006,China,Small Hydro,Asset finance investments,662.5
1900,0,0,< 2006,China,Small Hydro,Asset finance investments,644.23
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,48
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,16
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,72.2049699
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,19.616
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,104
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,16
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,8
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,4.8
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,4.8
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,16.096
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,8.416
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,32
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,19.36
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,16.32
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,16
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,15.89658
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,5.39088
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32.6438157
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,17.8739
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,8.064
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,36.1108
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,3.2
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,34.7518655
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,44.1072
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,16
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,18.0543
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,3.515202
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,105.6
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,48
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,48
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,53.9187
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,24
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,22.4462
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,8.032
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,17.688
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,15.716196
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,3.8814336
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,6.4
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,28.9566
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,7.43085
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,24
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,29.5362
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,10.19125
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,24
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,24
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,8
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,24
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,27.3785
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,12.8
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,3.2
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,16
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,35.8842
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,16
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,17.9751
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,41.7326
2013,3,Q1,2013Q1,China,Biomass & waste,Asset finance investments,88.4235
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,77.1632658
2013,2,Q1,2013Q1,China,Wind,Asset finance investments,80.355
2013,11,Q4,2013Q4,China,Wind,Asset finance investments,78.7824
2013,2,Q1,2013Q1,China,Wind,Asset finance investments,53.8633204
2013,1,Q1,2013Q1,China,Wind,Asset finance investments,73.45862
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,50
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,56.3045
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,67.2
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,88.4125
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,9.6
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,31.945086
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,39.2064
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,42.1746
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,36.74925
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,37.0277
2013,1,Q1,2013Q1,China,Biomass & waste,Asset finance investments,58.98791
2013,1,Q1,2013Q1,China,Biomass & waste,Asset finance investments,47.89754
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,3.9892512
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,8.056
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,67.2
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,33.66246
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,63
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,35.8622
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,34.05237
2013,2,Q1,2013Q1,China,Wind,Asset finance investments,75.136678
2013,9,Q3,2013Q3,China,Wind,Asset finance investments,64.36384
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,80
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,60.84288
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,48
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,69.3
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,53.1465
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,69.3
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,17.632
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,16.712751
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,80.455305
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,32.224
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,14.4
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,80
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,14.4
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,64.380176
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,73.3185
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,17.8719851
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,95.7841197
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,100.9758675
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,97.398952
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,5.996342
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,160
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,80
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,90.1725
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,47.647
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,35.2949888
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,1.6
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,193.992
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,7.71312
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,14.4616668
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,16.606
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,38.9188864
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,73.494
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,3.36
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32.7487792
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,48
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,3.2
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,5.6
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,18.4
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,74.206858
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,40.9839
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,80
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,40.149837
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,9.6
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,0.24
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,1.263
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,48.852
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,48.852
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,73.278
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,219.834
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,4.8
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,5.28
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,21.1549
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,4.224
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,18.16192
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,13.69032
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,1.584
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,17.357
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,14.4
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,38.4916
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,5.384
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,80
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,80.0611
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,253.8007122
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,67.2
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,70
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.241
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,67.2
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,19.6
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,72.1941045
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,63
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,74.172651
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,80.5959
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,76.6006
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,4.939
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,60.0177
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,67.62
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,70.56
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,31.29792
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,4.8663
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,1.6
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,5.584
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,1.648
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,90.68145
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,41.0325
2013,1,Q1,2013Q1,China,Solar,Asset finance investments,1.6
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,37.827372
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,10.912
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,87.9822
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,3.2
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,77.10592
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,14.5138887
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,0.666
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,0.96
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,71.10483
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,70
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,70
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,56.2203639
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,64.049463
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,70
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,70
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,70.338815
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,68.0218192
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,58.7196
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,76.1905998
2013,6,Q2,2013Q2,China,Wind,Asset finance investments,73.431
2013,7,Q3,2013Q3,China,Biomass & waste,Asset finance investments,69.27925
2013,5,Q2,2013Q2,China,Biomass & waste,Asset finance investments,56.8715
2013,4,Q2,2013Q2,China,Biomass & waste,Asset finance investments,46.8321
2013,4,Q2,2013Q2,China,Biomass & waste,Asset finance investments,45.2172
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,14.4
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,80
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,70
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,70
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,58.8
2013,4,Q2,2013Q2,China,Wind,Asset finance investments,53.4096075
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,55.3962
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,2.4
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,1.616
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,293.49
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,37.6855
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,33.1747056
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,2.24
2013,2,Q1,2013Q1,China,Solar,Asset finance investments,1.28
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,73.665
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,32.3483272
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,34.1049522
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,2.605
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,9.536
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,3.008
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,64
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,8.394
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,3.3831
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,91.6959
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,8
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,48
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,26.0944
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,65.656
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,37.5268
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,8
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,65.264
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,11,Q4,2013Q4,China,Solar,Asset finance investments,32
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,21.1679
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,40.7775
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,3.2
2013,4,Q2,2013Q2,China,Solar,Asset finance investments,4.8
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,8.8
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,55.5594
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,35.9502
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32.02836
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,47.94846
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,105.14145
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,31.4836515
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,41.98609
2013,3,Q1,2013Q1,China,Solar,Asset finance investments,5.30475
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,8.1665
2013,5,Q2,2013Q2,China,Solar,Asset finance investments,3.434
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,73.5075
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,42.5178
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,27.7695
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,81.37818
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,41.17176
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,37.970426
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,16
2013,12,Q4,2013Q4,China,Solar,Asset finance investments,16
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,39.76468
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,34.3056
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,19.39819
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,38.39665
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,50.716
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,4.8
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,80
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,14.4
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,32.01856
2013,7,Q3,2013Q3,China,Solar,Asset finance investments,27.88839
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,48
2013,9,Q3,2013Q3,China,Solar,Asset finance investments,32
2013,10,Q4,2013Q4,China,Solar,Asset finance investments,49.005
2013,8,Q3,2013Q3,China,Biomass & waste,Asset finance investments,39.1872
2013,8,Q3,2013Q3,China,Biomass & waste,Asset finance investments,77.77364
2013,6,Q2,2013Q2,China,Solar,Asset finance investments,2.4
2013,8,Q3,2013Q3,China,Solar,Asset finance investments,11.4345
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,71.4
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,68.4726
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,70.1029
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,70
2013,3,Q1,2013Q1,China,Wind,Asset finance investments,205.77078
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,69.3
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,74.08765
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,9,Q3,2013Q3,China,Wind,Asset finance investments,40.5862695
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.248014
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,66.73244
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,62.0970644
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,134.4
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,7,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,69.3
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,67.2
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,70
2013,5,Q2,2013Q2,China,Wind,Asset finance investments,560
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,70
2013,8,Q3,2013Q3,China,Wind,Asset finance investments,70.2491
